quarter,pdf_page,printed_page,section,lang,char,topic,serial,reg,copies,printer_verbatim,printer,pcity,author,title,title_native,gloss,pp_verbatim,publisher,pubcity,date,price,edition,format,method,educ,copyright,notes,marks,norm_lang,periodical,norm_printer,norm_pcity,norm_publisher,norm_pubcity,pp_sum,flags_json
1910Q3,98,2,ENGLISH—FICTION.,English,,Fiction,1,745,1000,"""Civil and Military Gazette"" Press, Lahore.",Civil and Military Gazette Press,Lahore,"A. A. Irvine, Major",In a Simla Season. An Anglo-Indian Story,False,,131,"The ""Civil and Military Gazette"" Press",Lahore,1910-05-18,Re. 1,1st,8°,,,"Major A. A. Irvine, Divisional Judge, Lahore; No. 101, dated the 5th September, 1910.",,X,English,,Civil and Military Gazette Press,Lahore,"The ""Civil and Military Gazette"" Press",Lahore,131,[]
1910Q3,98,2,ENGLISH—MEDICINE.,English,,Medicine,2,866,2000,"Mufid-i-'Am Press, Lahore.",Mufid-i-'Am Press,Lahore,"Harnam Das, Lala, L.M.S.",The Doctor. An abstract of the Medical Science or the Medical Science simplified,False,,6 and 154,"Author, retired Assistant Surgeon",Lahore,1910-06-04,"Rs. 2, 8 annas",2nd,8°,,,,[Previous edition noticed in entry No. 1 at page 2 of the Catalogue for quarter ending the 30th June 1910.] — links to 1910Q2 English—Medicine serial 1.,,English,,Mufid-i-Am Press,Lahore,"Author, retired Assistant Surgeon",Lahore,160,"[{""field"": ""reg"", ""issue"": ""866 vs 868 — final digit degraded""}]"
1910Q3,98,2,ENGLISH—LAW.,English,,Law,4,746,500,"""Civil and Military Gazette"" Press, Lahore.",Civil and Military Gazette Press,Lahore,"Brasher, Mr. A. H., I.C.S.","Notes on the Succession Certificate Act, 1889 (Act VII of 1889)",False,,34,"The ""Civil and Military Gazette"" Press",Lahore,1910-05-20,Re. 1,1st,8°,,,"Mr. A. H. Brasher, I.C.S., Lyallpur; No. 102, dated the 5th September, 1910.",,X,English,,Civil and Military Gazette Press,Lahore,"The ""Civil and Military Gazette"" Press",Lahore,34,[]
1910Q3,98,2,ENGLISH—LAW.,English,,Law,5,785,200,"Commercial Printing Works, Lahore.",Commercial Printing Works,Lahore,"Sagar Chand, Lala",A Summary of Dicey's Law of the Constitution,False,,105,Author,Gujránwála,1910-05-18,Re. 1,1st,8°,,,"Lala Sagar Chand, B.A., Gujránwála; No. 10(?), dated the 5th September, 1910.",,,English,,Commercial Printing Works,Lahore,Author,Gujranwala,105,"[{""field"": ""copyright"", ""issue"": ""register number partially legible""}]"
1910Q3,98,2,ENGLISH—LANGUAGE.,English,,Language,6,765,500,"Mufid-i-'Am Press, Lahore.",Mufid-i-'Am Press,Lahore,"Crosse, Mr. M., M.A.","A Note on the Teaching of English for circulation among Anglo-Vernacular Schools, Lahore Division",False,,20,Rai Sahib Munshi Gulab Singh & Sons,Lahore,1910-04-12,2 annas,1st,8°,,Y,,,,English,,Mufid-i-Am Press,Lahore,Rai Sahib Munshi Gulab Singh & Sons,Lahore,20,"[{""field"": ""reg"", ""issue"": ""765 vs 766 — final digit slightly degraded""}]"
1910Q3,98,2,ENGLISH—LAW.,English,,Law,6,1086,500,"Punjab Printing Works, Lahore.",Punjab Printing Works,Lahore,"Sukh Dayal, Rai Sahib","The Punjab Tenancy Act being Act XVI of 1887, as amended by Act XII of 1891, Act XIII of 1900 and Punjab Act I of 1906",False,,"xxxvi, 219, lxii and xiv","Author, who is Advocate, Chief Court, Punjab",,1910-07,Rs. 4,2nd,8°,,,,,X,English,,Punjab Printing Works,Lahore,"Author, who is Advocate, Chief Court, Punjab",,219,[]
1910Q3,98,2,ENGLISH—LANGUAGE.,English,,Language,7,860,500,"Punjab Economical Press, Lahore.",Punjab Economical Press,Lahore,"Shiv Dayal, Lala, M.A.",Notes on R. L. Stevenson's 'An Inland Voyage',False,,94 and 2,"Attar Chand Kapur & Sons, Book-sellers",Lahore,1910-06-25,"Re. 1, 4 annas",1st,8°,,Y,,,,English,,Punjab Economical Press,Lahore,"Attar Chand Kapur & Sons, Book-sellers",Lahore,96,[]
1910Q3,98,2,ENGLISH—LANGUAGE.,English,,Language,8,861,1000,Ditto,Punjab Economical Press,Lahore,"Chhaju Singh, Sardar, of the D.A.-V. College, Lahore","The English Translation of the Revised Intermediate Persian Course of the Punjab University, Part IV",False,,312,"Attar Chand, Kapur, Book-seller",Lahore,1910-07-01,"Re. 1, 8 annas",1st,8°,,Y,,,,English,,Punjab Economical Press,Lahore,"Attar Chand, Kapur, Book-seller",Lahore,312,[]
1910Q3,99,3,ENGLISH—SCIENCE—NATURAL.,English,,Science (Natural),1,764,1000,"Mufid-i-'Am Press, Lahore.",Mufid-i-'Am Press,Lahore,"Fleming, Mr. D. J., M.A., M.Sc.",Educational opportunities in Laboratory Work,False,,38,Rai Sahib Munshi Gulab Singh and Sons,Lahore,1910-04-05,2 annas,1st,8°,,Y,,,,English,,Mufid-i-Am Press,Lahore,Rai Sahib Munshi Gulab Singh and Sons,Lahore,38,[]
1910Q3,99,3,ENGLISH—MEDICINE.—concluded.,English,,Medicine,3,713,1500,"Central Press, Delhi.",Central Press,Delhi,,"List of qualified Medical Practitioners, Part I of the Medical Directory of India, Burma and Ceylon, 1910",False,"Compiled and published by the Editorial Staff of the 'Practical Medicine,' Delhi.",218,Editorial Staff of the 'Practical Medicine',Delhi,1910-06-13,"Rs. 6, 8 annas",1st,8°,,,"Dr. Ram Narayan, Delhi; No. 89, dated the 7th July, 1910.",,,English,,Central Press,Delhi,Editorial Staff of the 'Practical Medicine',Delhi,218,[]
