quarter,pdf_page,printed_page,section,lang,char,topic,serial,reg,copies,printer_verbatim,printer,pcity,author,title,title_native,gloss,pp_verbatim,publisher,pubcity,date,price,edition,format,method,educ,copyright,notes,marks,norm_lang,periodical,norm_printer,norm_pcity,norm_publisher,norm_pubcity,pp_sum,flags_json
1912Q2,454,1,ENGLISH—HISTORY.,English,,History,,456,811,"""The Tribune"" Press, Lahore.","""The Tribune"" Press",Lahore,"Gokal Chand, Narang, M.A., Ph.D.","[The transformation of Sikhism, or how the Sikhs became a political power.]",False,,"12, 197 and Appendix, pp. xxiv",Author (Barrister-at-Law),Lahore,1912-03-23,2 Rs.,1st,8°,,,,,,English,,"""The Tribune"" Press",Lahore,Author (Barrister-at-Law),Lahore,209,"[{""field"": ""serial"", ""issue"": ""serial number not clearly printed""}]"
1912Q2,454,1,ENGLISH—LAW.,English,,Law,1,740,250,"""The Civil and Military Gazette"" Press, Lahore.","""The Civil and Military Gazette"" Press",Lahore,"C. H. Oertel, Barrister-at-Law","A Digest of the Cases reported in the Punjab Record, 1911, Volume XLVI, with an Index of the names of the cases",False,,"iv, 36","The Manager, ""Civil and Military Gazette"" Press",Lahore,1912-05-01,3 Rs.,1st,8°,,,"The Proprietors, "" Civil and Military Gazette "" Press, Lahore ; No. 122, dated the 15th June, 1912.",,,English,,"""The Civil and Military Gazette"" Press",Lahore,"The Manager, ""Civil and Military Gazette"" Press",Lahore,36,[]
1912Q2,454,1,ARABIC—RELIGION.,Arabic,,Religion,2,666,800,"Magazine Press, Qádián.",Magazine Press,Qádián,,"Para-i-Soyam Musamma ba ""Tilkar Rusul.""",True,The third part of the Quran.,36,Sadar Anjuman-i-Ahmadia,Qádián,1912-06-01,1 anna,1st,8°,litho.,,,,X,Arabic,,Magazine Press,Qadian,Sadar Anjuman-i-Ahmadia,Qadian,36,"[{""field"": ""title"", ""issue"": ""native-script portion not transcribable with certainty""}]"
1912Q2,454,1,ENGLISH—LAW.,English,,Law,2,519,30,"The Punjab Government Press, Lahore.",The Punjab Government Press,Lahore,,"Departmental Examination of Assistant and Extra Assistant Commissioners, Cantonment Magistrates, &c. (Question Papers of 1911).",False,,40,by the authority of the Government of the Punjab,Lahore,1912-04-01,4 Rs.,1st,4°,,,"The Punjab Government No. 87, dated the 24th April, 1912.",,,English,,The Punjab Government Press,Lahore,by the authority of the Government of the Punjab,Lahore,40,[]
1912Q2,454,1,ENGLISH—LAW.,English,,Law,3,520,32,Ditto,The Punjab Government Press,Lahore,,Preliminary Examination of candidates for the post of Cantonment Magistrate. (Question Papers of 1911).,False,,8,by the authority of the Government of the Punjab,Lahore,1912-04-15,2 Rs.,1st,4°,,,"The Punjab Government No. 88, dated the 24th April, 1912.",,,English,,The Punjab Government Press,Lahore,by the authority of the Government of the Punjab,Lahore,8,[]
1912Q2,454,1,ENGLISH—LAW.,English,,Law,4,442,800,"The ""Civil and Military Gazette"" Press, Lahore.","The ""Civil and Military Gazette"" Press",Lahore,,"Rules and Orders relating to proceedings in the Chief Court of the Punjab made under the authority of Acts of the Legislature, Volume V.",False,,"3, 121 and Index, pp. i—xv","The Manager, ""Civil and Military Gazette"" Press",Lahore,1911-11-01,3 Rs.,1st,8°,,,"The Proprietors, ""Civil and Military Gazette"" Press, Lahore ; No. 68, dated the 9th April 1912.",,,English,,"The ""Civil and Military Gazette"" Press",Lahore,"The Manager, ""Civil and Military Gazette"" Press",Lahore,124,"[{""field"": ""serial"", ""issue"": ""serial digit faint""}]"
1912Q2,454,1,ENGLISH—LANGUAGE.,English,,Language,5,441,"1,000","Model Press, Lahore",Model Press,Lahore,"M. R. Bakhsh, B.A","Explanatory Notes on ""A book of Golden Deeds,"" Part II",False,,62,"""The Students' Own Agency,""",Lahore,1912-03,10 annas,1st,16°,,Y,,,,English,,Model Press,Lahore,"""The Students' Own Agency,""",Lahore,62,"[{""field"": ""serial"", ""issue"": ""leading digit faint""}]"
1912Q2,454,1,ENGLISH—LANGUAGE.,English,,Language,6,514,"1,000","Egerton Press, Ráwalpindi.",Egerton Press,Ráwalpindi,"Gurcharn Lal, Sethi, B.Sc.","The Laureate Poetry, Book III",False,"A complete paraphrase, containing graduated test papers with full answers and an introduction on the art of paraphrasing, by Gurcharn Lal, Sethi, B.Sc.","1—viii, 73","Lala Gurcharn Lal, Sethi, B.Sc.",Ráwalpindi,1912-03,5 annas,1st,8°,,Y,"Lala Gurcharan Lal, Sethi, B.Sc. (Honours), late Senior Master, Dennys' High School, Ráwalpindi ; No. 86, dated the 16th April, 1912.",,,English,,Egerton Press,Rawalpindi,"Lala Gurcharn Lal, Sethi, B.Sc.",Rawalpindi,73,[]
1912Q2,455,2,ENGLISH—LAW—CONCLUDED.,English,,Law,5,445,750,"The ""Civil and Military Gazette"" Press, Lahore.","The ""Civil and Military Gazette"" Press",Lahore,,Reprints of the Criminal Rulings of the Chief Court of the Punjab,False,"reported in the Punjab Record, annotated with reference to subsequent rulings, by A. B. Broadway, Barrister-at-Law, and A. L. Danson, I.C.S., Volume II.",1061—2109,"The Manager, "" Civil and Military Gazette"" Press",Lahore,1911-12-01,16 Rs.,1st,8°,,,"The Proprietors, ""Civil and Military Gazette"" Press, Lahore; No. 71, dated the 9th April, 1912.",,X,English,,"The ""Civil and Military Gazette"" Press",Lahore,"The Manager, "" Civil and Military Gazette"" Press",Lahore,,"[{""field"": ""pp_verbatim"", ""issue"": ""leading digit uncertain (1061)""}]"
1912Q2,455,2,ENGLISH—LAW—CONCLUDED.,English,,Law,6,446,750,Ditto,"The ""Civil and Military Gazette"" Press",Lahore,,Volume III.,False,,"2111—3154 and Index, pp. 27","The Manager "" Civil and Military Gazette"" Press",Lahore,1912-02-25,16 Rs.,1st,8°,,,"The Proprietors, "" Civil and Military Gazette"" Press, Lahore; No. 72, dated the 9th April, 1912.",,X,English,,"The ""Civil and Military Gazette"" Press",Lahore,"The Manager "" Civil and Military Gazette"" Press",Lahore,,[]
